Hello everyone, my name is Emma and today we have a very special lesson for you. ||Hˍˍˍo everyone, my name iˍ Emma aˍˍ today we have ˍ very spˍˍˍal lesson fˍˍ you. ||Hˍˍˍo everyone, my name iˍ Emma aˍˍ today we have ˍ vˍˍˍ sˍˍˍˍˍl lesson fˍˍ you. ||Hˍˍˍˍ everyone, my name iˍ Emma aˍˍ today we haˍˍ ˍ vˍˍˍ sˍˍˍˍˍl lesson fˍˍ you. ||Hˍˍˍˍ everyone, my nˍˍˍ iˍ Emma aˍˍ tˍˍˍˍ we haˍˍ ˍ vˍˍˍ sˍˍˍˍˍˍ lesson fˍˍ you. ||ˍˍˍˍˍ eˍˍˍˍˍˍˍ, mˍ nˍˍˍ ˍˍ Emma aˍˍ tˍˍˍˍ wˍ hˍˍˍ ˍ ˍˍˍˍ ˍˍˍˍˍˍˍ lesson ˍˍˍ you. || 大家好，我叫艾玛，今天我们有一个非常特别的课程给你们。
So I can say, I want a story, and maybe I'll tell it a short story. I want all 10 phrasal verbs in it. ||Sˍ I cˍˍ say, I want ˍ story, aˍˍ mˍˍˍe I'ˍˍ tell it ˍ sˍˍˍt story. I want aˍˍ 1ˍ phrasal verbs iˍ it. ||Sˍ I cˍˍ say, I want ˍ story, aˍˍ mˍˍˍe I'ˍˍ tell it ˍ sˍˍˍt story. I want aˍˍ 1ˍ phrasal verbs iˍ it. ||Sˍ I cˍˍ saˍ, I waˍˍ ˍ story, aˍˍ mˍˍˍˍ I'ˍˍ teˍˍ it ˍ sˍˍˍˍ story. I waˍˍ aˍˍ 1ˍ phrasal verbs iˍ it. ||Sˍ I cˍˍ saˍ, I waˍˍ ˍ story, aˍˍ mˍˍˍˍ I'ˍˍ teˍˍ it ˍ sˍˍˍˍ story. I waˍˍ aˍˍ 1ˍ pˍˍˍˍˍˍ verbs iˍ it. ||ˍˍ I ˍˍˍ sˍˍ, I wˍˍˍ ˍ story, aˍˍ ˍˍˍˍˍ Iˍˍˍ tˍˍˍ iˍ ˍ ˍˍˍˍˍ story. I wˍˍˍ ˍˍˍ ˍˍ pˍˍˍˍˍˍ verbs ˍˍ it. || 所以我可以说，我想要一个故事，也许我会告诉它一个短篇故事。我想要所有10个短语动词在里面。
And yeah, what do we want the story to be about? Let's say we want the story to be about vacation. ||Aˍˍ yeah, what dˍ we want tˍˍ story tˍ bˍ aˍˍˍt? Let's say we want tˍˍ story tˍ bˍ aˍˍˍt vacation. ||Aˍˍ yˍˍˍ, what dˍ we want tˍˍ story tˍ bˍ aˍˍˍt? Let's say we want tˍˍ story tˍ bˍ aˍˍˍt vacation. ||Aˍˍ yˍˍˍ, what dˍ we waˍˍ tˍˍ story tˍ bˍ aˍˍˍˍ? Leˍ's saˍ we waˍˍ tˍˍ story tˍ bˍ aˍˍˍˍ vacation. ||Aˍˍ yˍˍˍ, what dˍ we waˍˍ tˍˍ sˍˍˍˍ tˍ bˍ aˍˍˍˍ? Leˍ's saˍ we waˍˍ tˍˍ sˍˍˍˍ tˍ bˍ aˍˍˍˍ vˍˍˍˍˍˍˍ. ||Aˍˍ ˍˍˍˍ, what ˍˍ wˍ wˍˍˍ ˍˍˍ sˍˍˍˍ ˍˍ ˍˍ ˍˍˍˍˍ? Lˍˍ'ˍ sˍˍ wˍ wˍˍˍ ˍˍˍ sˍˍˍˍ ˍˍ ˍˍ ˍˍˍˍˍ vacation. || 是的，我们想要这个故事关于什么？让我们说我们想要这个故事关于假期。
The story can be about vacation to Canada. ||Tˍˍ story cˍˍ bˍ aˍˍˍt vacation tˍ Canada. ||Tˍˍ story cˍˍ bˍ aˍˍˍt vacation tˍ Canada. ||Tˍˍ story cˍˍ bˍ aˍˍˍˍ vacation tˍ Canada. ||Tˍˍ sˍˍˍˍ cˍˍ bˍ aˍˍˍˍ vˍˍˍˍˍˍˍ tˍ Canada. ||ˍˍˍ sˍˍˍˍ ˍˍˍ ˍˍ ˍˍˍˍˍ vacation ˍˍ Canada. || 故事可以是关于去加拿大的假期。
All right. So let's watch it make a story for us with all the words we want to learn. ||Aˍˍ rˍˍˍt. Sˍ let's watch it make ˍ story fˍˍ us with aˍˍ tˍˍ words we want tˍ learn. ||Aˍˍ rˍˍˍt. Sˍ let's watch it make ˍ story fˍˍ us wˍˍˍ aˍˍ tˍˍ words we want tˍ learn. ||Aˍˍ rˍˍˍˍ. Sˍ leˍ's watˍˍ it maˍˍ ˍ story fˍˍ us wˍˍˍ aˍˍ tˍˍ words we waˍˍ tˍ leaˍˍ. ||Aˍˍ rˍˍˍˍ. Sˍ leˍ's waˍˍˍ it maˍˍ ˍ story fˍˍ us wˍˍˍ aˍˍ tˍˍ wˍˍˍˍ we waˍˍ tˍ leˍˍˍ. ||ˍˍˍ ˍˍˍˍˍ. ˍˍ lˍˍ'ˍ wˍˍˍˍ iˍ mˍˍˍ ˍ story ˍˍˍ us ˍˍˍˍ ˍˍˍ ˍˍˍ words wˍ wˍˍˍ ˍˍ lˍˍˍˍ. || 好的。那么让我们看看它如何为我们编写一个包含我们想学的所有单词的故事。
So this is a long story, ChatGPT just did a lot of work, but I'm going to ask it to make it shorter. I'm not even going to read the story, I'm just going to say, make the story shorter and simple for beginner. ||Sˍ this iˍ ˍ long story, ChatGPT just did ˍ lot oˍ work, bˍˍ I'ˍ going tˍ ask it tˍ make it shˍˍˍer. I'ˍ nˍˍ even going tˍ read tˍˍ story, I'ˍ just going tˍ say, make tˍˍ story shˍˍˍer aˍˍ sˍˍˍˍe fˍˍ beginner. ||Sˍ this iˍ ˍ lˍˍˍ story, ChatGPT jˍˍˍ did ˍ lot oˍ work, bˍˍ I'ˍ going tˍ ask it tˍ make it sˍˍˍˍˍr. I'ˍ nˍˍ eˍˍˍ going tˍ read tˍˍ story, I'ˍ jˍˍˍ going tˍ say, make tˍˍ story sˍˍˍˍˍr aˍˍ sˍˍˍˍe fˍˍ beginner. ||Sˍ this iˍ ˍ lˍˍˍ story, ChatGPT jˍˍˍ do~ ˍ lot oˍ work, bˍˍ I'ˍ goiˍˍ tˍ asˍ it tˍ maˍˍ it sˍˍˍˍˍr. I'ˍ nˍˍ eˍˍˍ goiˍˍ tˍ reˍˍ tˍˍ story, I'ˍ jˍˍˍ goiˍˍ tˍ saˍ, maˍˍ tˍˍ story sˍˍˍˍˍr aˍˍ sˍˍˍˍˍ fˍˍ beginner. ||Sˍ this iˍ ˍ lˍˍˍ sˍˍˍˍ, ChatGPT jˍˍˍ do~ ˍ lot oˍ wˍˍˍ, bˍˍ I'ˍ goˍˍˍ tˍ asˍ it tˍ maˍˍ it sˍˍˍˍˍˍ. I'ˍ nˍˍ eˍˍˍ goˍˍˍ tˍ reˍˍ tˍˍ story, I'ˍ jˍˍˍ goˍˍˍ tˍ saˍ, maˍˍ tˍˍ sˍˍˍˍ sˍˍˍˍˍˍ aˍˍ sˍˍˍˍˍ fˍˍ bˍˍˍˍˍˍˍ. ||ˍˍ tˍˍˍ ˍˍ ˍ ˍˍˍˍ sˍˍˍˍ, ChatGPT ˍˍˍˍ dˍˍ ˍ lot ˍˍ work, bˍˍ Iˍˍ gˍˍˍˍ ˍˍ aˍˍ it ˍˍ mˍˍˍ iˍ ˍˍˍˍˍˍˍ. Iˍˍ ˍˍˍ ˍˍˍˍ gˍˍˍˍ ˍˍ rˍˍˍ ˍˍˍ story, Iˍˍ ˍˍˍˍ gˍˍˍˍ ˍˍ sˍˍ, mˍˍˍ ˍˍˍ sˍˍˍˍ ˍˍˍˍˍˍˍ aˍˍ ˍˍˍˍˍˍ ˍˍˍ beginner. || 这是一个长故事，ChatGPT刚刚做了很多工作，但我要请它让这个故事更短。我甚至不打算读这个故事，我只会说，让这个故事更短，更简单，适合初学者。
And again, this is the beauty of ChatGPT. You can keep telling it, make it simple, make it easy, make it for a beginner. And then it really does try to do that. ||Aˍˍ aˍˍˍn, this iˍ tˍˍ beauty oˍ ChatGPT. You cˍˍ keep telling it, make it sˍˍˍˍe, make it easy, make it fˍˍ ˍ beginner. Aˍˍ then it rˍˍˍˍy does try tˍ do that. ||Aˍˍ aˍˍˍn, this iˍ tˍˍ beauty oˍ ChatGPT. You cˍˍ keep telling it, make it sˍˍˍˍe, make it eˍˍˍ, make it fˍˍ ˍ beginner. Aˍˍ tˍˍˍ it rˍˍˍˍy dˍˍˍ try tˍ do that. ||Aˍˍ aˍˍˍˍ, this iˍ tˍˍ beauty oˍ ChatGPT. You cˍˍ keˍˍ tellˍˍˍ it, maˍˍ it sˍˍˍˍˍ, maˍˍ it eˍˍˍ, maˍˍ it fˍˍ ˍ beginner. Aˍˍ tˍˍˍ it rˍˍˍˍˍ dˍˍˍ trˍ tˍ dˍ that. ||Aˍˍ aˍˍˍˍ, this iˍ tˍˍ bˍˍˍˍˍ oˍ Cˍˍˍˍˍˍ. You cˍˍ keˍˍ telˍˍˍˍ it, maˍˍ it sˍˍˍˍˍ, maˍˍ it eˍˍˍ, maˍˍ it fˍˍ ˍ bˍˍˍˍˍˍˍ. Aˍˍ tˍˍˍ it rˍˍˍˍˍ dˍˍˍ trˍ tˍ dˍ that. ||Aˍˍ ˍˍˍˍˍ, tˍˍˍ ˍˍ ˍˍˍ bˍˍˍˍˍ ˍˍ ChatGPT. Yˍˍ ˍˍˍ kˍˍˍ tˍˍˍˍˍˍ it, mˍˍˍ iˍ ˍˍˍˍˍˍ, mˍˍˍ iˍ ˍˍˍˍ, mˍˍˍ it ˍˍˍ ˍ beginner. Aˍˍ ˍˍˍˍ iˍ ˍˍˍˍˍˍ ˍˍˍˍ tˍˍ ˍˍ dˍ that. || 再一次，这就是ChatGPT的美丽之处。你可以不断告诉它，让它简单，让它容易，让它适合初学者。然后它真的会努力去做。
So in a moment, we will read the story ChatGPT has created with these phrasal verbs. And again, we gave it very specific instructions. We want it to be about vacation. ||Sˍ iˍ ˍ moment, we will read tˍˍ story ChatGPT hˍˍ created with tˍˍˍe phrasal verbs. Aˍˍ aˍˍˍn, we gave it very spˍˍˍˍic instructions. We want it tˍ bˍ aˍˍˍt vacation. ||Sˍ iˍ ˍ moment, we wˍˍˍ read tˍˍ story ChatGPT hˍˍ created wˍˍˍ tˍˍˍe phrasal verbs. Aˍˍ aˍˍˍn, we gave it vˍˍˍ sˍˍˍˍˍˍc instructions. We want it tˍ bˍ aˍˍˍt vacation. ||Sˍ iˍ ˍ moment, we wˍˍˍ reˍˍ tˍˍ story ChatGPT hˍˍ create~ wˍˍˍ tˍˍˍˍ phrasal verbs. Aˍˍ aˍˍˍˍ, we gaˍˍ it vˍˍˍ sˍˍˍˍˍˍc instructions. We waˍˍ it tˍ bˍ aˍˍˍˍ vacation. ||Sˍ iˍ ˍ mˍˍˍˍˍ, we wˍˍˍ reˍˍ tˍˍ sˍˍˍˍ ChatGPT hˍˍ create~ wˍˍˍ tˍˍˍˍ pˍˍˍˍˍˍ vˍˍˍˍ. Aˍˍ aˍˍˍˍ, we gaˍˍ it vˍˍˍ sˍˍˍˍˍˍˍ instructions. We waˍˍ it tˍ bˍ aˍˍˍˍ vˍˍˍˍˍˍˍ. ||ˍˍ ˍˍ ˍ moment, wˍ ˍˍˍˍ rˍˍˍ ˍˍˍ sˍˍˍˍ ChatGPT ˍˍˍ cˍˍˍˍˍˍ ˍˍˍˍ ˍˍˍˍˍ pˍˍˍˍˍˍ verbs. Aˍˍ ˍˍˍˍˍ, wˍ gˍˍˍ iˍ ˍˍˍˍ ˍˍˍˍˍˍˍˍ instructions. Wˍ wˍˍˍ iˍ ˍˍ ˍˍ ˍˍˍˍˍ vacation. || 所以过一会儿，我们将阅读ChatGPT用这些短语动词编写的故事。再一次，我们给了它非常具体的指示。我们希望它关于假期。
You can ask it to write you stories about things in your life. And again, this is a great way to practice words you've learned, because by reading words, it helps you to remember them better. And by seeing them in example, it can really help you know how to use a word correctly. ||You cˍˍ ask it tˍ write you stories aˍˍˍt things iˍ your life. Aˍˍ aˍˍˍn, this iˍ ˍ gˍˍˍt way tˍ practice words you'ˍˍ learned, beˍˍˍse bˍ reading words, it helps you tˍ remember them bˍˍˍˍr. Aˍˍ bˍ seeing them iˍ example, it cˍˍ rˍˍˍˍy help you know hˍˍ tˍ use ˍ word coˍˍˍˍˍly. ||You cˍˍ ask it tˍ write you stories aˍˍˍt things iˍ your life. Aˍˍ aˍˍˍn, this iˍ ˍ gˍˍˍt way tˍ practice words you'ˍˍ learned, bˍˍˍˍˍe bˍ reading words, it helps you tˍ remember them bˍˍˍˍr. Aˍˍ bˍ seeing them iˍ example, it cˍˍ rˍˍˍˍy help you know hˍˍ tˍ use ˍ word cˍˍˍˍˍˍˍy. ||You cˍˍ asˍ it tˍ wriˍˍ you stories aˍˍˍˍ things iˍ your life. Aˍˍ aˍˍˍˍ, this iˍ ˍ gˍˍˍˍ way tˍ pracˍˍˍˍ words you'ˍˍ learˍˍˍ, bˍˍˍˍˍe bˍ readˍˍˍ words, it help~ you tˍ remeˍˍˍˍ them bˍˍˍˍˍ. Aˍˍ bˍ seeiˍˍ them iˍ example, it cˍˍ rˍˍˍˍˍ heˍˍ you knˍˍ hˍˍ tˍ usˍ ˍ word cˍˍˍˍˍˍˍy. ||You cˍˍ asˍ it tˍ wrˍˍˍ you stories aˍˍˍˍ tˍˍˍˍˍ iˍ your lˍˍˍ. Aˍˍ aˍˍˍˍ, this iˍ ˍ gˍˍˍˍ wˍˍ tˍ praˍˍˍˍˍ words you'ˍˍ leaˍˍˍˍ, bˍˍˍˍˍˍ bˍ reaˍˍˍˍ words, it help~ you tˍ remˍˍˍˍˍ them bˍˍˍˍˍ. Aˍˍ bˍ seeˍˍˍ them iˍ eˍˍˍˍˍˍ, it cˍˍ rˍˍˍˍˍ heˍˍ you knˍˍ hˍˍ tˍ usˍ ˍ word cˍˍˍˍˍˍˍˍ. ||Yˍˍ ˍˍˍ aˍˍ it ˍˍ wˍˍˍˍ yˍˍ stories ˍˍˍˍˍ things ˍˍ yˍˍˍ life. Aˍˍ ˍˍˍˍˍ, tˍˍˍ ˍˍ ˍ ˍˍˍˍˍ wˍˍ ˍˍ pˍˍˍˍˍˍˍ words yˍˍˍˍˍ lˍˍˍˍˍˍ, bˍˍˍˍˍˍ ˍˍ rˍˍˍˍˍˍ words, iˍ hˍˍˍˍ you ˍˍ rˍˍˍˍˍˍˍ them ˍˍˍˍˍˍ. Aˍˍ ˍˍ sˍˍˍˍˍ them ˍˍ example, iˍ ˍˍˍ ˍˍˍˍˍˍ hˍˍˍ yˍˍ kˍˍˍ hˍˍ ˍˍ uˍˍ ˍ word ˍˍˍˍˍˍˍˍˍ. || 你可以请它为你写关于你生活中的事情的故事。再一次，这是练习你学过的单词的一个好方法，因为通过阅读单词，它可以帮助你更好地记住它们。通过在例子中看到它们，它真的可以帮助你知道如何正确使用一个单词。
So let's read the story ChatGPT wrote. And I'll tell you if I like it or not. ||Sˍ let's read tˍˍ story ChatGPT wrote. Aˍˍ I'ˍˍ tell you iˍ I like it oˍ nˍˍ. ||Sˍ let's read tˍˍ story ChatGPT wrote. Aˍˍ I'ˍˍ tell you iˍ I like it oˍ nˍˍ. ||Sˍ leˍ's reˍˍ tˍˍ story ChatGPT wroˍˍ. Aˍˍ I'ˍˍ teˍˍ you iˍ I liˍˍ it oˍ nˍˍ. ||Sˍ leˍ's reˍˍ tˍˍ sˍˍˍˍ ChatGPT wrˍˍˍ. Aˍˍ I'ˍˍ teˍˍ you iˍ I liˍˍ it oˍ nˍˍ. ||ˍˍ lˍˍ'ˍ rˍˍˍ ˍˍˍ sˍˍˍˍ ChatGPT wˍˍˍˍ. Aˍˍ Iˍˍˍ tˍˍˍ you iˍ I lˍˍˍ it oˍ ˍˍˍ. || 那么让我们读一下ChatGPT写的故事。我会告诉你我是否喜欢它。
So ChatGPT said, here's a shorter and simpler version of the story for beginners. ||Sˍ ChatGPT said, here'ˍ ˍ shˍˍˍer aˍˍ siˍˍˍer version oˍ tˍˍ story fˍˍ beginners. ||Sˍ ChatGPT said, hˍˍˍ'ˍ ˍ sˍˍˍˍˍr aˍˍ sˍˍˍˍˍr version oˍ tˍˍ story fˍˍ beginners. ||Sˍ ChatGPT say~, hˍˍˍ'ˍ ˍ sˍˍˍˍˍr aˍˍ sˍˍˍˍˍr version oˍ tˍˍ story fˍˍ beginners. ||Sˍ ChatGPT say~, hˍˍˍ'ˍ ˍ sˍˍˍˍˍˍ aˍˍ sˍˍˍˍˍˍ vˍˍˍˍˍˍ oˍ tˍˍ sˍˍˍˍ fˍˍ bˍˍˍˍˍˍˍˍ. ||ˍˍ ChatGPT sˍˍˍ, ˍˍˍˍˍˍ ˍ ˍˍˍˍˍˍˍ aˍˍ ˍˍˍˍˍˍˍ vˍˍˍˍˍˍ ˍˍ ˍˍˍ story ˍˍˍ beginners. || 所以ChatGPT说，这里有一个适合初学者的更短更简单的版本。
Once there was a family who went on a fun vacation to Canada. ||Once there was ˍ family who went oˍ ˍ fˍˍ vacation tˍ Canada. ||Oˍˍˍ there was ˍ family who went oˍ ˍ fˍˍ vacation tˍ Canada. ||Oˍˍˍ there be~ ˍ family who weˍˍ oˍ ˍ fˍˍ vacation tˍ Canada. ||Oˍˍˍ there be~ ˍ fˍˍˍˍˍ who weˍˍ oˍ ˍ fˍˍ vˍˍˍˍˍˍˍ tˍ Canada. ||Oˍˍˍ tˍˍˍˍ wˍˍ ˍ fˍˍˍˍˍ wˍˍ wˍˍˍ ˍˍ ˍ ˍˍˍ vacation ˍˍ Canada. || 从前有一个家庭去加拿大度了一个有趣的假期。
They wore warm coats and woke up early for their flight. ||They wore warm coats aˍˍ woke uˍ eˍˍˍy fˍˍ their flight. ||They wore wˍˍˍ coats aˍˍ woke uˍ eˍˍˍy fˍˍ their flight. ||They woˍˍ wˍˍˍ coats aˍˍ woˍˍ uˍ eˍˍˍˍ fˍˍ their flight. ||They woˍˍ wˍˍˍ coats aˍˍ woˍˍ uˍ eˍˍˍˍ fˍˍ their fˍˍˍˍˍ. ||Tˍˍˍ wˍˍˍ ˍˍˍˍ coats aˍˍ wˍˍˍ ˍˍ ˍˍˍˍˍ ˍˍˍ tˍˍˍˍ flight. || 他们穿上了暖和的外套，早早起床赶飞机。
They arrived in Canada and found a nice hotel to stay in. ||They arrived iˍ Canada aˍˍ found ˍ nice hotel tˍ stay iˍ. ||They arrived iˍ Canada aˍˍ found ˍ nˍˍˍ hotel tˍ stay iˍ. ||They arrive~ iˍ Canada aˍˍ find~ ˍ nˍˍˍ hotel tˍ stˍˍ iˍ. ||They arrive~ iˍ Canada aˍˍ find~ ˍ nˍˍˍ hotel tˍ stˍˍ iˍ. ||Tˍˍˍ aˍˍˍˍˍˍ ˍˍ Canada aˍˍ fˍˍˍˍ ˍ ˍˍˍˍ hotel ˍˍ sˍˍˍ ˍˍ. || 他们到达加拿大，找到了一家不错的酒店入住。
So already we're seeing some of the phrasal verbs. We see woke up is a phrasal verb. We see stay in is a phrasal verb. We see turned on. ||Sˍ alˍˍˍdy we'ˍˍ seeing some oˍ tˍˍ phrasal verbs. We see woke uˍ iˍ ˍ phrasal verb. We see stay iˍ iˍ ˍ phrasal verb. We see turned oˍ. ||Sˍ aˍˍˍˍˍy we'ˍˍ seeing some oˍ tˍˍ phrasal verbs. We see woke uˍ iˍ ˍ phrasal verb. We see stay iˍ iˍ ˍ phrasal verb. We see turned oˍ. ||Sˍ aˍˍˍˍˍy we'ˍˍ seeiˍˍ some oˍ tˍˍ phrasal verbs. We seˍ woˍˍ uˍ iˍ ˍ phrasal verb. We seˍ stˍˍ iˍ iˍ ˍ phrasal verb. We seˍ turnˍˍ oˍ. ||Sˍ aˍˍˍˍˍˍ we'ˍˍ seeˍˍˍ some oˍ tˍˍ pˍˍˍˍˍˍ vˍˍˍˍ. We seˍ woˍˍ uˍ iˍ ˍ pˍˍˍˍˍˍ vˍˍˍ. We seˍ stay iˍ iˍ ˍ pˍˍˍˍˍˍ vˍˍˍ. We seˍ turˍˍˍ oˍ. ||ˍˍ ˍˍˍˍˍˍˍ wˍˍˍˍ sˍˍˍˍˍ some ˍˍ ˍˍˍ pˍˍˍˍˍˍ verbs. Wˍ sˍˍ wˍˍˍ ˍˍ ˍˍ ˍ pˍˍˍˍˍˍ vˍˍˍ. Wˍ sˍˍ stay ˍˍ ˍˍ ˍ pˍˍˍˍˍˍ vˍˍˍ. Wˍ sˍˍ tˍˍˍˍˍ ˍˍ. || 所以我们已经看到了一些短语动词。我们看到woke up是一个短语动词。我们看到stay in是一个短语动词。我们看到turned on。
They turned on the TV and explored the city. They ate at a cafe, but forgot their camera there. ||They turned oˍ tˍˍ TV aˍˍ explored tˍˍ city. They ate aˍ ˍ cafe, bˍˍ forgot their camera tˍˍˍe. ||They turned oˍ tˍˍ TV aˍˍ explored tˍˍ city. They ate aˍ ˍ cafe, bˍˍ forgot their camera tˍˍˍe. ||They turnˍˍ oˍ tˍˍ TV aˍˍ explore~ tˍˍ city. They atˍ aˍ ˍ cafe, bˍˍ forgˍˍ their camera tˍˍˍˍ. ||They turˍˍˍ oˍ tˍˍ TV aˍˍ explore~ tˍˍ city. They atˍ aˍ ˍ cˍˍˍ, bˍˍ forˍˍˍ their camera tˍˍˍˍ. ||Tˍˍˍ tˍˍˍˍˍ ˍˍ ˍˍˍ TV aˍˍ eˍˍˍˍˍˍˍ ˍˍˍ city. Tˍˍˍ aˍˍ ˍˍ ˍ cafe, bˍˍ fˍˍˍˍˍ tˍˍˍˍ camera ˍˍˍˍˍ. || 他们打开电视，探索城市。他们在咖啡馆吃饭，但忘了他们的相机在那里。
They quickly went back to return it. During their trip, they hiked in the mountains, went canoeing and tried fishing. ||They quˍˍˍly went back tˍ return it. Dˍˍˍˍg their trip, they hiked iˍ tˍˍ mountains, went canoeing aˍˍ tried fishing. ||They qˍˍˍˍˍy went bˍˍˍ tˍ return it. Dˍˍˍˍg their trip, they hiked iˍ tˍˍ mountains, went canoeing aˍˍ tried fishing. ||They qˍˍˍˍˍy weˍˍ bˍˍˍ tˍ retuˍˍ it. Dˍˍˍˍˍ their trip, they hike~ iˍ tˍˍ mountains, weˍˍ canoˍˍˍˍ aˍˍ triˍˍ fishing. ||They qˍˍˍˍˍˍ weˍˍ bˍˍˍ tˍ retˍˍˍ it. Dˍˍˍˍˍ their tˍˍˍ, they hike~ iˍ tˍˍ mˍˍˍˍˍˍˍˍ, weˍˍ canˍˍˍˍˍ aˍˍ trˍˍˍ fˍˍˍˍˍˍ. ||Tˍˍˍ ˍˍˍˍˍˍˍ wˍˍˍ ˍˍˍˍ ˍˍ rˍˍˍˍˍ it. ˍˍˍˍˍˍ tˍˍˍˍ trip, tˍˍˍ hˍˍˍˍ ˍˍ ˍˍˍ mountains, wˍˍˍ cˍˍˍˍˍˍˍ aˍˍ tˍˍˍˍ fˍˍˍˍˍˍ. || 他们很快回去归还它。在他们的旅行中，他们在山里徒步旅行，划独木舟和尝试钓鱼。
They took care of each other during the activities. On their last day, they packed their things and got ready to go home. ||They took care oˍ each oˍˍˍr dˍˍˍˍg tˍˍ activities. Oˍ their last day, they packed their things aˍˍ got rˍˍˍy tˍ go home. ||They took care oˍ eˍˍˍ oˍˍˍr dˍˍˍˍg tˍˍ activities. Oˍ their lˍˍˍ day, they packed their things aˍˍ got rˍˍˍy tˍ go hˍˍˍ. ||They toˍˍ care oˍ eˍˍˍ oˍˍˍˍ dˍˍˍˍˍ tˍˍ activities. Oˍ their lˍˍˍ day, they packˍˍ their things aˍˍ goˍ rˍˍˍˍ tˍ gˍ hˍˍˍ. ||They toˍˍ care oˍ eˍˍˍ oˍˍˍˍ dˍˍˍˍˍ tˍˍ aˍˍˍˍˍˍˍˍˍ. Oˍ their lˍˍˍ dˍˍ, they pacˍˍˍ their things aˍˍ goˍ rˍˍˍˍ tˍ gˍ hˍˍˍ. ||Tˍˍˍ tˍˍˍ care ˍˍ ˍˍˍˍ other ˍˍˍˍˍˍ ˍˍˍ activities. ˍˍ tˍˍˍˍ ˍˍˍˍ day, tˍˍˍ pˍˍˍˍˍ tˍˍˍˍ things aˍˍ gˍˍ ˍˍˍˍˍ ˍˍ gˍ ˍˍˍˍ. || 在活动中他们互相关照。在他们的最后一天，他们收拾好东西准备回家。
They said goodbye to Canada and flew back. So here we have another phrasal verb, feeling happy and grateful for the amazing vacation they had. ||They said goodbye tˍ Canada aˍˍ flew back. Sˍ here we have anˍˍˍer phrasal verb, feeling hˍˍˍy aˍˍ grˍˍˍˍul fˍˍ tˍˍ amˍˍˍng vacation they had. ||They said goodbye tˍ Canada aˍˍ flew bˍˍˍ. Sˍ hˍˍˍ we have aˍˍˍˍˍr phrasal verb, feeling hˍˍˍy aˍˍ gˍˍˍˍˍˍl fˍˍ tˍˍ aˍˍˍˍˍg vacation they had. ||They say~ goodbye tˍ Canada aˍˍ fly~ bˍˍˍ. Sˍ hˍˍˍ we haˍˍ aˍˍˍˍˍr phrasal verb, feelˍˍˍ hˍˍˍˍ aˍˍ gˍˍˍˍˍˍl fˍˍ tˍˍ aˍˍˍˍˍg vacation they haˍ. ||They say~ goodbye tˍ Canada aˍˍ fly~ bˍˍˍ. Sˍ hˍˍˍ we haˍˍ aˍˍˍˍˍˍ pˍˍˍˍˍˍ verb, feeˍˍˍˍ hˍˍˍˍ aˍˍ gˍˍˍˍˍˍˍ fˍˍ tˍˍ aˍˍˍˍˍˍ vˍˍˍˍˍˍˍ they haˍ. ||Tˍˍˍ sˍˍˍ goodbye ˍˍ Canada aˍˍ fˍˍˍ ˍˍˍˍ. ˍˍ ˍˍˍˍ wˍ hˍˍˍ ˍˍˍˍˍˍˍ pˍˍˍˍˍˍ verb, fˍˍˍˍˍˍ ˍˍˍˍˍ aˍˍ ˍˍˍˍˍˍˍˍ ˍˍˍ ˍˍˍ ˍˍˍˍˍˍˍ vacation tˍˍˍ hˍˍ. || 他们告别加拿大然后飞回家。所以这里我们有另一个短语动词，感到高兴和感激他们的精彩假期。
